_id,PK,CCR,AGE,GENDER,RACE,ARRESTTIME,ARRESTLOCATION,OFFENSES,INCIDENTLOCATION,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
2067,1977088,16199122,14,M,B,2016-10-21T20:55:00,"500 Block S 27th ST Pittsburgh, PA 15203",6106 Firearms not to be Carried without a License. / 6110.1 Possesion of Firearm by Minor,"500 Block S 27th ST Pittsburgh, PA 15203",South Side Flats,3,1609,3,4,-79.9661947516149,40.4277697708432
6683,1982948,17051653,44,M,B,2017-03-22T19:25:00,"Penn AV & Sheridan SQ Pittsburgh, PA 15206",5123 Contraband. / 1301 Registration and Certificate of Title Required. / 1371 Operation Following Suspension of Registration. / 1786 Required Financial Responsibility. / 13(a)(16) Possession of Controlled Substance / 4914 False Identification to Law Enforcement Authorities,"Penn AV & Sheridan SQ Pittsburgh, PA 15206",East Liberty,5,1115,9,2,-79.9238175460947,40.4610725270532
6684,1982949,17051662,28,M,W,2017-03-22T20:01:00,"4000 Block Butler ST Pittsburgh, PA 15201",9501 Bench Warrant,"4000 Block Butler ST Pittsburgh, PA 15201",Central Lawrenceville,2,901,7,2,-79.9616773921585,40.4686930757733
6685,1982950,17051672,18,M,W,2017-03-22T20:15:00,"River AV & 31st St BRDG Pittsburgh, PA 15212",13(a)(31)(i) Marijuana - Possess Small Amt for Personal Use / 13(a)(32) Paraphernalia - Use or Possession,"River AV & 31st St BRDG Pittsburgh, PA 15212",Troy Hill,1,2406,1,1,-79.9794309683128,40.4646020546269
4643,1980415,16226356,18,M,B,2016-12-04T02:46:00,"2200 Block Parklyn ST Pittsburgh, PA 15234",903 Criminal Conspiracy. / 3925 Receiving Stolen Property. / 3934 Theft from Vehicle,"300 Block Parklyn ST Pittsburgh, PA 15234",Overbrook,3,3207,4,4,-80.0012066016023,40.383346681879
4943,1980783,17016329,19,M,B,2017-01-27T04:56:00,"Escolta ST & Fairywood ST Pittsburgh, PA 15205",1501 Drivers Required to be Licensed. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3733 Fleeing or Attempting to Elude Police Officer,"Escolta ST & Fairywood ST Pittsburgh, PA 15205",Fairywood,6,2808,2,5,-80.0806765796904,40.447953668953
4854,1980675,17012534,33,M,W,2017-01-21T02:00:00,"1500 Block E Carson ST Pittsburgh, PA 15203",2701 Simple Assault.,"1500 Block E Carson ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.9833067062384,40.4286848326994
3545,1979077,16122073,34,M,B,2016-12-20T08:15:00,Zone 5,9015 Failure To Appear/Arrest on Attachment Order,Zone 5,,5,,,,,
2937,1978261,16214672,58,M,W,2016-11-14T16:00:00,"200 Block E Elizabeth ST Pittsburgh, PA 15207",9093 Indirect Criminal Contempt,"200 Block E Elizabeth ST Pittsburgh, PA 15207",Hazelwood,4,1515,5,3,-79.9413647311058,40.407183657939
4642,1980414,16223983,26,M,B,2016-12-01T09:21:00,"900 Block 2nd AV Pittsburgh, PA 15219","907 Possessing Instruments of Crime. / 2705 Recklessy Endangering Another Person. / 3502 Burglary. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 2701(a)(3) Simple Assault - Attempts by Physical Menace ","200 Block East Ohio ST Pittsburgh, PA 15212",Allegheny Center,1,2204,1,1,-80.0036604292573,40.4530223875459
4942,1980782,17015235,12,F,B,2017-01-27T10:35:00,"600 Block 1ST AV PITTSBURGH, PA 15219",2702 Aggravated Assault. / 5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST,"200 Block 40TH ST PITTSBURGH, PA 15201",Lower Lawrenceville,2,603,7,2,-79.9623296837826,40.4686584997148
6065,1982165,17036614,20,M,B,2017-02-27T21:20:00,"Centre AV & Kirkpatrick ST Pittsburgh, PA 15219",13(a)(31) Marijuana: Possession Small Amount,"Centre AV & Kirkpatrick ST Pittsburgh, PA 15219",Middle Hill,2,501,6,3,-79.9762355686827,40.4453062622741
6687,1982952,17031885,31,F,W,2017-03-20T11:15:00,"600 Block 1st AV Pittsburgh, PA 15219",4304(a)(1) Endangering Welfare of Children. / 2701(b)(2) Simple Assault -  Child Under 12 / Adult 21 Or Older,"Otillia ST & Mc Manus ST Pittsburgh, PA 15210",Mount Oliver,3,1607,3,0,-79.9811339879532,40.4098998031401
6688,1982953,17036789,36,F,W,2017-03-21T10:09:00,Zone 2,6301 Corruption of Minors. / 3122.1 Statuatory Sexual Assault / 3124.1 Sexual Assault / 6310.1 Selling Liquor to Minors / 5903(C) Dissemination Obscenity to Minors / 6318 Unlawful Contact/Communication w/ Minor / 3123(a)(7) IDSI with person less than 16 / 3126(a)(8) Indecent assault of person under 16,Zone 3,,3,,,,,
2542,1977711,16180508,37,M,W,2016-11-16T01:30:00,"900 Block 2nd AV Pittsburgh, PA 15219",9501 Bench Warrant,"4900 Block 2nd AV Pittsburgh, PA 15207",Hazelwood,4,1515,5,3,-79.9440557014242,40.4099078094696
6564,1982779,16109228,22,M,W,2017-03-19T08:20:00,"900 Block 2nd AV Pittsburgh, PA 15219","3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)","Hot Metal St BRDG Pittsburgh, PA 15213",South Oakland,4,409,,,0.0,0.0
6689,1982954,17040409,25,M,B,2017-03-20T11:45:00,"700 Block Grant ST Pittsburgh, PA 15219","2706 Terroristic Threats. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 6106 Firearms not to be Carried without a License. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ","Centre AV & Kirkpatrick ST Pittsburgh, PA 15219",Middle Hill,2,501,6,3,-79.9762355686827,40.4453062622741
6691,1982956,17048083,69,M,W,2017-03-23T16:00:00,"600 Block 1st AV Pittsburgh, PA 15219",3743 Accidents Involving Damage to Attended Veh. or Property,"Rancheria ST & Frederick ST Pittsburgh, PA 15212",Marshall-Shadeland,1,2715,1,1,-80.0303700055332,40.471909548132
3369,1978841,16220600,21,M,W,2016-11-24T02:07:00,"1500 Block E Carson ST Pittsburgh, PA 15203",5104 Resisting Arrest or Other Law Enforcement. / 5505 Public Drunkenness / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,"1500 Block E Carson ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.9833067062384,40.4286848326994
1637,1976529,16140943,31,M,W,2016-10-15T16:30:00,Zone 1,2701 Simple Assault. / 3921 Theft by Unlawful Taking or Disposition.,Zone 1,,1,,,,,
3230,1978651,16217900,33,M,W,2016-11-19T14:45:00,"100 Block Art Rooney AV Pittsburgh, PA 15212",13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount,"100 Block Art Rooney AV Pittsburgh, PA 15212",North Shore,1,2205,1,6,-80.0163162286534,40.4463146527231
4946,1980786,17016395,15,F,B,2017-01-27T10:30:00,"600 Block 1ST AV PITTSBURGH, PA 15219",2701(b)(1) Simple Assault - Fight or Scuffle Entered by Mutual Consent,"3800 Block PERRYSVILLE AV PITTSBURGH, PA 15214",Perry North,1,2602,1,1,-80.0160208901073,40.4875513198459
6693,1982958,17040218,55,M,W,2017-03-23T00:42:00,"600 Block 1st AV Pittsburgh, PA 15219",3304 Criminal Mischief.,"400 Block Orchard PL Pittsburgh, PA 15210",Knoxville,3,3001,3,4,-79.9955566168413,40.4177401251036
6694,1982959,17041549,29,M,B,2017-03-23T09:20:00,"600 Block 1st AV Pittsburgh, PA 15219",2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,"700 Block Fisher ST Pittsburgh, PA 15210",St. Clair,3,1606,3,4,-79.9771957139432,40.411455533157
1641,1976533,16160464,29,M,W,2016-10-15T15:30:00,"600 Block FIRST AV Pittsburgh, PA 15219",4106 Access Device Fraud / 4120 Identity Theft / 2709.1 Stalking Conduct or Repeatedly Acts Including Follows,"1400 Block Brookline BL Pittsburgh, PA 15226",Brookline,6,3206,4,4,-80.0078501025749,40.3923654787021
5184,1981074,16103452,54,M,B,2017-02-07T06:40:00,"200 Block Devilliers ST Pittsburgh, PA 15219",13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"Bedford AV & Watt LANE Pittsburgh, PA 15219",Bedford Dwellings,2,509,6,3,-79.9722433745368,40.4508137262887
3003,1978354,16217257,19,M,B,2016-11-18T16:19:00,"3400 Block Spring WY Pittsburgh, PA 15201",5121 Escape.,"300 Block 38th ST Pittsburgh, PA 15201",Lower Lawrenceville,2,603,7,2,-79.9614772784484,40.4640492880561
3473,1978988,16225567,33,F,W,2016-12-03T01:24:00,"90 Block S 27th ST Pittsburgh, PA 15203",13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"90 Block S 27th ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,4,-79.9681512261235,40.4249997045746
4012,1979663,16240802,56,M,B,2016-12-28T17:50:00,"1900 Block Watson ST Pittsburgh, PA 15219",5506 Loitering and Prowling at Night / 601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks / 9501 Bench Warrant,"1900 Block Watson ST Pittsburgh, PA 15219",Bluff,2,103,6,3,-79.9794271476501,40.4378089537435
2807,1978100,16213417,23,F,B,2016-11-12T19:27:00,"1200 Block Western AV Pittsburgh, PA 15233",2702 Aggravated Assault.,"3100 Block Cordell PL Pittsburgh, PA 15203",Arlington Heights,3,1604,3,4,-79.9634178351947,40.4176693142355
4944,1980784,17016329,17,M,W,2017-01-27T04:56:00,"Escolta ST & Fairywood ST Pittsburgh, PA 15205",1501 Drivers Required to be Licensed. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3733 Fleeing or Attempting to Elude Police Officer,"Escolta ST & Fairywood ST Pittsburgh, PA 15205",Fairywood,6,2808,2,5,-80.0806765796904,40.447953668953
4644,1980416,16226356,19,M,B,2016-12-04T00:46:00,"200 Block Cohen ST Pittsburgh, PA 15234",903 Criminal Conspiracy. / 3925 Receiving Stolen Property. / 5506 Loitering and Prowling at Night / 3934 Theft from Vehicle,"300 Block Parklyn ST Pittsburgh, PA 15234",Overbrook,3,3207,4,4,-80.0012066016023,40.383346681879
2068,1977089,16200646,14,F,B,2016-10-24T13:00:00,"600 Block 1ST AV PITTSBURGH, PA 15219",2702 Aggravated Assault. / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,"800 Block RECTENWALD ST PITTSBURGH, PA 15210",Mount Oliver,3,1607,3,4,-79.9794028865196,40.4085696948667
4945,1980785,17016395,16,F,B,2017-01-27T10:50:00,"600 Block 1ST AV PITTSBURGH, PA 15219",2701(b)(1) Simple Assault - Fight or Scuffle Entered by Mutual Consent / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,"3800 Block PERRYSVILLE AV PITTSBURGH, PA 15214",Perry North,1,2602,1,1,-80.0160208901073,40.4875513198459
4645,1980417,16230778,67,M,B,2016-12-11T07:53:00,"600 Block Wood ST Pittsburgh, PA 15222","601.16 Public Urination And Defecation / 601.16(b)(2) Any Person who urinates or defecates in, on, or about any public place w/o immediately cleaning and disposing of the material / 3503(b)(1)(ii) Defiant Trespass Notice Posted by Sign(s) / 5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST","600 Block Wood ST Pittsburgh, PA 15222",Central Business District,2,201,6,6,-79.9994235123991,40.4420920520399
6696,1982961,17043244,58,M,B,2017-03-22T08:10:00,"100 Block Tecumseh ST Pittsburgh, PA 15207","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck","100 Block Tecumseh ST Pittsburgh, PA 15207",Hazelwood,4,1515,5,3,-79.9431350789525,40.4086117379788
6698,1982963,17045247,35,M,B,2017-03-23T01:00:00,"900 Block Second AV Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck","900 Block Hillsboro ST Pittsburgh, PA 15204",Sheraden,6,2022,2,5,-80.0570335214967,40.4527154124404
3379,1978879,16204586,25,M,W,2016-12-10T21:46:00,"5200 Block Butler ST Pittsburgh, PA 15201",9015 Failure To Appear/Arrest on Attachment Order,"5200 Block Lotus WY Pittsburgh, PA 15201",Upper Lawrenceville,2,1011,7,2,-79.9516713602284,40.4785279189854
5424,1981378,17024246,37,M,W,2017-02-08T18:17:00,"Blair ST & Tecumseh ST Pittsburgh, PA 15207",9501 Bench Warrant / 4914(A) False Identification to Law Enforcement,"Blair ST & Tecumseh ST Pittsburgh, PA 15207",Hazelwood,4,1501,5,3,-79.9469973216191,40.4078824291895
5614,1981625,17028551,20,F,W,2017-02-15T17:44:00,"1100 Block Pemberton ST Pittsburgh, PA 15212",3502 Burglary. / 3921 Theft by Unlawful Taking or Disposition. / 4101 Forgery.,"1100 Block Pemberton ST Pittsburgh, PA 15212",Brighton Heights,1,2708,1,1,-80.0304149024936,40.4828266144446
4647,1980419,16239377,27,M,B,2016-12-26T01:29:00,"7200 Block Kelly ST Pittsburgh, PA 15208","2702 Aggravated Assault. / 2705 Recklessy Endangering Another Person. / 3304 Criminal Mischief. / 3925 Receiving Stolen Property. / 5104 Resisting Arrest or Other Law Enforcement. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 6106 Firearms not to be Carried without a License.","7200 Block Kelly ST Pittsburgh, PA 15208",Homewood South,5,1303,9,2,-79.897028104535,40.4554700901795
4648,1980420,17007383,22,F,B,2017-01-13T01:22:00,"2600 Block Penn AV Pittsburgh, PA 15222",2701 Simple Assault. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,"2600 Block Penn AV Pittsburgh, PA 15222",Strip District,2,203,7,6,-79.9783542583046,40.4548931726357
2076,1977099,16193564,30,M,B,2016-10-13T14:45:00,"1200 Block Western AV Pittsburgh, PA 15233",3701 Robbery.,"2300 Block Webster AV Pittsburgh, PA 15219",Middle Hill,2,501,6,3,-79.9756471333157,40.4480652511516
5187,1981077,16209578,37,M,B,2017-02-08T10:39:00,"60 Block 21st ST Pittsburgh, PA 15222",3702 Robbery of Motor Vehicle.,"4800 Block Rosetta ST Pittsburgh, PA 15224",Garfield,5,1017,9,2,-79.9454483508103,40.468384979096
2949,1978286,16216896,20,M,W,2016-11-18T01:47:00,Zone 3,"5104 Resisting Arrest or Other Law Enforcement. / 5121 Escape. / 5505 Public Drunkenness / 6308(a) Underage Purchase, Consume, Possessed or Transport Liquor / 601.16 Public Urination And Defecation / 6310.3(a) Carrying a False Identification Card; under 21 to obtain liquor / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF",Zone 3,,3,,,,,
3387,1978888,16222339,38,F,B,2016-12-08T21:24:00,"600 Block 1st AV Pittsburgh, PA 15219",2701 Simple Assault.,"700 Block Junilla ST Pittsburgh, PA 15219",Bedford Dwellings,2,509,6,3,-79.9724649942284,40.4496559236135
1644,1976536,16175359,34,F,B,2016-10-08T10:54:00,"600 Block 1st AV Pittsburgh, PA 15219",2705 Recklessy Endangering Another Person. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,"East Ohio ST & Cedar AV Pittsburgh, PA 15212",Allegheny Center,1,2204,1,1,-80.0016938454742,40.4533122427543
4652,1980424,17007424,31,M,B,2017-01-13T03:10:00,"3000 Block Penn AV Pittsburgh, PA 15201",3502 Burglary. / 5505 Public Drunkenness,"3000 Block Penn AV Pittsburgh, PA 15201",Strip District,2,203,7,6,-79.9724680458319,40.4587449436947
4650,1980422,16239575,24,F,B,2016-12-28T09:30:00,"600 Block 1st AV Pittsburgh, PA 15219","2701 Simple Assault. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats","2300 Block Park Hill DR Pittsburgh, PA 15221",East Hills,5,1306,9,2,-79.8740783783315,40.4547503768469
6073,1982173,17033163,41,M,B,2017-02-22T18:18:00,"2000 Block Wyandotte ST Pittsburgh, PA 15219",13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant,"2000 Block Wyandotte ST Pittsburgh, PA 15219",Crawford-Roberts,2,305,6,3,-79.9774671102683,40.4382244912412
6785,1983057,17049506,36,F,W,2017-03-19T18:35:00,"Roberts ST & Wylie AV Pittsburgh, PA 15219",1543 Driving While Operating Privilege is Suspended or Revoked. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount,"Roberts ST & Wylie AV Pittsburgh, PA 15219",Crawford-Roberts,2,305,6,3,-79.9842378114318,40.4435702155186
6655,1982905,17047691,21,F,B,2017-03-16T22:54:00,Zone 1,3308 One-Way Roadways and Rotary Traffic Islands. / 3714 Careless Driving / 3733 Fleeing or Attempting to Elude Police Officer / 3743 Accidents Involving Damage to Attended Veh. or Property / 13(a)(31) Marijuana: Possession Small Amount / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%,Zone 1,,1,,,,,
6077,1982177,17033241,29,M,B,2017-02-22T20:23:00,"300 Block Cedar AV Pittsburgh, PA 15212",3929 Retail Theft. / 4910 Tampering with or Fabricating Physical Evidence. / 13(a)(16) Possession of Controlled Substance / 4914 False Identification to Law Enforcement Authorities,"300 Block Cedar AV Pittsburgh, PA 15212",East Allegheny,1,2304,1,1,-80.0008438918365,40.4508927214405
842,1974724,16147057,26,F,O,2016-08-07T19:00:00,"1100 Block Round top ST Pittsburgh, PA 15205",13(a)(32) Paraphernalia - Use or Possession,"1100 Block Roundtop ST Pittsburgh, PA 15205",Crafton Heights,6,2815,2,5,-80.0543839507261,40.4418104999613
1662,1976566,16183096,41,M,W,2016-10-18T02:50:00,"900 Block 2ND AV Pittsburgh, PA 15219","2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury","1600 Block Spring Garden AV Pittsburgh, PA 15212",Spring Garden,1,2412,1,1,-79.9853529849678,40.4661570232045
3392,1978893,16224024,33,F,W,2016-11-30T12:59:00,"Dunmore ST & Olivant ST Pittsburgh, PA 15206",13(a)(32) Paraphernalia - Use or Possession / 3809(a) Restriction on Alcoholic Beverages in Vehicle,"Dunmore ST & Olivant ST Pittsburgh, PA 15206",Lincoln-Lemington-Belmar,5,1203,9,2,-79.9018627901061,40.4712954221842
4655,1980427,16164357,30,M,B,2017-01-28T03:10:00,"Frankstown AV & Enterprise ST Pittsburgh, PA 15206",2702 Aggravated Assault.,"200 Block Shetland ST Pittsburgh, PA 15206",Larimer,5,1204,9,2,-79.910475004728,40.4645440502783
1041,1975758,16144239,36,M,W,2016-09-27T18:40:00,"900 Block 2nd AV Pittsburgh, PA 15219",5123 Contraband. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 9501 Bench Warrant,"S 27th ST & Edwards WY Pittsburgh, PA 15203",South Side Slopes,3,1608,3,4,-79.9684557974157,40.4241211849025
4653,1980425,15241342,25,M,B,2017-01-26T03:45:00,"900 Block 2nd AV Pittsburgh, PA 15219",9015 Failure To Appear/Arrest on Attachment Order,"5300 Block Rosetta ST Pittsburgh, PA 15224",Garfield,5,1017,9,2,-79.9375636786899,40.4672078299414
3393,1978894,16224024,31,M,W,2016-11-30T12:59:00,"Dunmore ST & Olivant ST Pittsburgh, PA 15206",13(a)(32) Paraphernalia - Use or Possession,"Dunmore ST & Olivant ST Pittsburgh, PA 15206",Lincoln-Lemington-Belmar,5,1203,9,2,-79.9018627901061,40.4712954221842
3655,1979219,16231233,50,F,B,2016-12-12T08:55:00,"2500 Block Bedford AV Pittsburgh, PA 15219",2702 Aggravated Assault. / 2606(a) Aggravated Assault on Unborn Child,"2500 Block Chauncey DR Pittsburgh, PA 15219",Bedford Dwellings,2,509,6,3,-79.9738073930334,40.4509342567152
6656,1982906,17047692,42,M,B,2017-03-16T22:55:00,"Federal ST N & Parkhurst ST Pittsburgh, PA 15212",4914 False Identification to Law Enforcement Authorities,"Federal ST & Parkhurst ST Pittsburgh, PA 15212",Central North Side,1,2206,1,1,-80.0070140220536,40.4566229787594
4657,1980429,16192611,46,F,W,2017-01-28T03:45:00,"900 Block 2nd AV Pittsburgh, PA 15219",2702 Aggravated Assault.,"3700 Block Allendale CIR Pittsburgh, PA 15204",Sheraden,6,2022,2,5,-80.0633214461228,40.4601338961794
6579,1982794,17028614,52,M,W,2017-03-15T19:40:00,"600 Block 1st AV Pittsburgh, PA 15219",4904 Unsworn Falsification to Authorities.,"2100 Block Wharton ST Pittsburgh, PA 15203",South Side Flats,3,1609,3,4,-79.9753954730216,40.4300223258978
6793,1983065,17050956,23,M,W,2017-03-21T20:15:00,"42nd ST & Willow ST Pittsburgh, PA 15201",13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"42nd ST & Willow ST Pittsburgh, PA 15201",Central Lawrenceville,2,901,7,2,-79.963339523224,40.4721276174341
977,1975678,16151977,39,M,B,2016-09-22T14:00:00,"900 Block 2nd AV Pittsburgh, PA 15219",901 Criminal Attempt / 2702 Aggravated Assault.,"Frankstown AV & N Homewood AV Pittsburgh, PA 15208",Homewood North,5,1302,9,2,-79.89629785708,40.4573966844558
4656,1980428,16174097,30,M,B,2017-01-28T03:10:00,"Frankstown AV & Enterprise ST Pittsburgh, PA 15206",9015 Failure To Appear/Arrest on Attachment Order,"500 Block Larimer AV Pittsburgh, PA 15206",Larimer,5,1204,9,2,-79.91445677406,40.4652297251809
